id;title;summary;link;published;topic;politik;utbildning;religion;miljo;ekonomi;livsstilfritt;samhallekonflikter;halsa;idrott;vetenskapteknik
129;"Larmar: Katastrof nära på Västbanken";"Situationen i det etablerade flyktinglägret Jenin på Västbanken blir bara värre och värre, larmar FN:s organ för…";https://www.aftonbladet.se/nyheter/a/wgk4mn/larmar-katastrof-nara-pa-vastbanken;"2025-02-04 11:59:24";Politik,SamhalleKonflikter;1;0;0;0;0;0;1;0;0;0
130;"Fem skjutna inne på komvux i Örebro";"Fem personer har blivit skjutna vid Campus Risbergska i Örebro. – Det har skett inne på skolan, säger polisens…";https://www.aftonbladet.se/nyheter/a/25gylR/misstankt-grovt-valdsbrott-i-orebro;"2025-02-04 11:56:47";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
131;"Flera döda vid skolskjutning i Örebro";"Klockan 12.33 kom larmet om pågående dödligt våld vid Risbergska skolan i Örebro.";https://www.aftonbladet.se/nyheter/a/4BlVgo/stor-polisinsats-i-orebro-misstankt-grovt-vald;"2025-02-04 11:52:55";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
132;"Minister KU-anmäls för "vänskapskorruption"";"Vänsterpartiet anmäler finansmarknadsminister Niklas Wykman (M) tillsammans med regeringen till…";https://www.aftonbladet.se/nyheter/a/o3xelW/minister-ku-anmals-for-vanskapskorruption;"2025-02-04 11:17:41";Politik;1;0;0;0;0;0;0;0;0;0
133;"Nagelsalonger polisanmälda – efter granskning";"Omfattande brister i arbetsmiljö, människoexploatering och misstänkta brott mot utlänningslagen.";https://www.aftonbladet.se/nyheter/a/0VqbXB/nagelsalonger-polisanmalda-efter-granskning;"2025-02-04 11:10:55";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
134;"Dödlig robotattack i östra Ukraina";"Minst fem människor har mist livet och ett femtiotal skadats i en rysk robotattack mot den östukrainska staden Izyum.";https://www.aftonbladet.se/nyheter/a/4BlVRa/dodlig-robotattack-i-ostra-ukraina;"2025-02-04 10:45:13";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
135;"Krisinsats: Skolinspektionen tar över skola";"Skolinspektionen tar i ett ovanligt skarpt beslut över en kommunal skola.";https://www.aftonbladet.se/nyheter/a/AvBXGr/skolinspektionen-tar-over-skola-i-gallivare;"2025-02-04 10:43:17";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
136;"Skalvmysteriet på Santorini – tusentals lämnar";"Tusentals oroliga människor fortsätter att lämna den grekiska turistön Santorini, i skenet av de jordskalv som bara…";https://www.aftonbladet.se/nyheter/a/0VqboA/skalvmysteriet-pa-santorini-tusentals-lamnar;"2025-02-04 10:40:13";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
137;"Dödliga strider i välbärgat område i Haiti";"Väpnade gäng har gått till angrepp mot ett välbärgat och tidigare relativt förskonat område utanför Haitis huvudstad…";https://www.aftonbladet.se/nyheter/a/bm6e8d/dodliga-strider-i-valbargat-omrade-i-haiti;"2025-02-04 10:23:15";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
138;"Greta Thunberg åtalas efter protest vid KTH";"Klimataktivisten Greta Thunberg åtalas för ohörsamt mot ordningsvakten efter en protest mot Israel vid Kungliga Tekniska…";https://www.aftonbladet.se/nyheter/a/Xj3EjE/greta-thunberg-atalas-efter-protest-vid-kth;"2025-02-04 10:15:02";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
139;"Öknar och översvämningar oroar i EU";"Bara 40 procent av ytvattnet i EU är i gott skick, varnar förra EU-ministern Jessika Roswall i sin första stora rapport…";https://www.aftonbladet.se/nyheter/a/mPxeP1/oknar-och-oversvamningar-oroar-i-eu;"2025-02-04 10:13:36";;0;0;0;0;0;0;0;0;0;0
140;"Då greps den misstänkta dubbelmördaren i Piteå";"Männen hittades döda av en granne i villaidyllen i Piteå. Drygt tio timmar senare hade polisen en misstänkt.";https://www.aftonbladet.se/nyheter/a/8qVxdW/pieta-da-greps-den-misstankta-dubbelmordaren;"2025-02-04 10:13:01";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
141;"Vlado höll sin pizzeria öppen – trots bombdådet";"Statsministern säger att samhället saknar kontroll över våldsvågen som sveper över Stockholm.";https://www.aftonbladet.se/nyheter/a/5EeB8z/vlado-holl-sin-pizzeria-i-bredang-oppen-trots-bombdadet;"2025-02-04 10:02:12";;0;0;0;0;0;0;0;0;0;0
142;"Mordutredning läggs ner efter dödsfall i Borås";"En man i 20-årsåldern hittades i höstas död vid en idrottsplats i Borås.";https://www.aftonbladet.se/nyheter/a/yEJGvr/mordutredning-laggs-ner-efter-dodsfall-i-boras;"2025-02-04 09:53:30";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
143;"Präst och bankman åtalade i ekohärva";"14 personer åtalas i en omfattande ekohärva gällande två fastighetsköp i Södertälje.";https://www.aftonbladet.se/nyheter/a/lwaegL/prast-och-bankman-atalade-i-ekoharva;"2025-02-04 09:47:21";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
144;"15 sökte vård efter mindre gasutsläpp i Norge";"Minst 15 anställda vid Boliden i norska Odda uppsökte under tisdagen sjukvård på grund av en läcka av svaveloxider.";https://www.aftonbladet.se/nyheter/a/JbXL0b/15-till-sjukhus-i-norge-fick-i-sig-gas;"2025-02-04 09:13:56";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
145;"Thedéen: Räntan har sänkts tillräckligt mycket";"Riksbankschefen Erik Thedéen bedömer att det inte är aktuellt med flera räntesänkningar i närtid.";https://www.aftonbladet.se/nyheter/a/VzXaVW/thedeen-rantan-har-sankts-tillrackligt-mycket;"2025-02-04 09:12:17";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
146;"Orbán varnar EU för "Trump-tornado"";"Ungerns premiärminister Viktor Orbán, en av Donald Trumps främsta allierade i Europa, uppmanar EU att förhandla fram ett…";https://www.aftonbladet.se/nyheter/a/qPxVog/orban-varnar-eu-for-trump-tornado;"2025-02-04 09:01:55";Politik,SamhalleKonflikter;1;0;0;0;0;0;1;0;0;0
147;"Musk släpps in i känsligt system: ”Är galet farligt”";"PLUS Elon Musks representanter har fått full tillgång till ett känsligt betalningssystem.";https://www.aftonbladet.se/nyheter/a/PpXOLz/musk-slapps-in-i-kansligt-system-ar-galet-farligt;"2025-02-04 08:57:52";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
148;"Förslag: Lättare att göra abort i hemmet";"Könsneutrala formuleringar, bättre möjlighet att utföra aborter i hemmet och stärkt roll för barnmorskor.";https://www.aftonbladet.se/nyheter/a/8qVx0W/forslag-fler-aborter-i-hemmet;"2025-02-04 08:50:12";Ekonomi;0;0;0;0;1;0;0;0;0;0
149;"Så kan abortlagen ändras";"Abortlagen i Sverige är 50 år gammal. Nu föreslås i en utredning att den ska moderniseras genom att den som vill avbryta…";https://www.aftonbladet.se/nyheter/a/vgGVjX/utredning-om-abortlagen-klar;"2025-02-04 08:36:45";;0;0;0;0;0;0;0;0;0;0
150;"RÅ pekar ut nämndeman som jävig";"En nämndeman i hovrätten som var med och friade tidigare livstidsdömda efter ett mord i Helsingborg pekas av…";https://www.aftonbladet.se/nyheter/a/kwxBza/ra-namndeman-javig-slakting-till-mordfriad;"2025-02-04 08:22:36";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
151;"Armépiloten Rebecca Lobach, 28, dog i flygtragedin";"PLUS Kapten Rebecca Lobach, 28, var en av helikopterpiloterna som dog i flygtragedin i Washington.";https://www.aftonbladet.se/nyheter/a/B0eG4E/piloten-rebecca-28-dog-i-flygkraschen-i-washington;"2025-02-04 07:58:54";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
152;"Regeringen föreslår nya regler för vinterdäck";"<img src="https://static.bonniernews.se/images/bb/32/bb322af87ed640cea2c213c7ec9b75ee/16x9/265@70.png" /><p>Regeringen anser att dagens vinterdäckregler inte är tillräckliga utan föreslår förändringar i regelverket. Målet är att de nya och skärpta reglerna ska träda i kraft redan i höst.</p>";https://teknikensvarld.expressen.se/nyheter/bil-och-trafik/regeringen-foreslar-nya-regler-for-vinterdack/;"2025-02-04 14:35:42";;0;0;0;0;0;0;0;0;0;0
153;"Andreas, 28, är inlåst i skolan: ”Hörde smällar och höga skrik”";"<img src="https://static.bonniernews.se/images/a9/c8/a9c8609fda4d44169badc17d05f7d0c9/16x9/265@70.jpg" /><p>En skjutning med automatvapen har inträffat vid en skola i Örebro.</p><p>Polis och räddningstjänst har satt in stora resurser i området, och allmänheten uppmanas att hålla sig borta.</p><p>Elever har barrikaderat sig och sitter inrymda i skolan.</p><p>– Vi hörde tre smällar och höga skrik, säger Andreas Sundling från ett av Risbergska skolans klassrum.</p>";https://www.expressen.se/nyheter/sverige/andreas-28-ar-inlast-i-skolan-horde-smallar-och-hoga-skrik/;"2025-02-04 14:06:51";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
154;"Följ Expressens direktrapport om insatsen i Örebro";"<img src="https://static.bonniernews.se/images/2a/be/2abec252294440d68a9c9a799aa9cff8/16x9/265@70.png" /><p>En stor insats pågår i Örebro efter larm om pågående dödligt våld.&nbsp;</p><p>Följ Expressens direktrapport här.&nbsp;</p>";https://www.expressen.se/nyheter/sverige/folj-expressens-direktrapport-om-insatsen-i-orebro/;"2025-02-04 13:47:33";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
155;"Populär tv-profil åtalad för våldtäkt";"<img src="https://static.bonniernews.se/images/ad/d5/add55cddf55847949043bf80e9534a23/16x9/265@70.png" /><p>En populär svensk tv-profil åtalas för våldtäkt.</p>";https://www.expressen.se/noje/popular-tv-profil-atalad-for-valdtakt/;"2025-02-04 14:48:18";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
156;"Fem skjutna vid skola i Örebro – massiv insats";"<img src="https://static.bonniernews.se/images/3b/1c/3b1cfe50a4e64a6da892dc453c23b204/16x9/265@70.png" /><p>Fem personer har skjutits inne på Risbergska komvux i Örebro.&nbsp;</p><p>Enligt <a href="https://www.aftonbladet.se/nyheter/a/4BlVgo/stor-polisinsats-i-orebro-misstankt-grovt-vald">Aftonbladet</a> och <a href="https://www.tv4.se/artikel/20oAK7ziDjVyF8ciRzl2LK/flera-skjutna-pa-skola-i-oerebro-foelj-direktrapporteringen">TV4 Nyheternas</a> uppgifter ska flera personer vara döda.</p><p>– Det är fortsatt en pågående insats, säger Lars Hedelin vid polisen.&nbsp;</p><p>Sjukhuset har gått upp i stabsläge.&nbsp;</p><p>Gärningspersonen har skjutit sig själv, enligt uppgifter till Expressen.&nbsp;</p><p>Ingen polis har blivit skottskadad i samband med insatsen, uppger polisen.</p>";https://www.expressen.se/nyheter/sverige/misstankt-grovt-valdsbrott-jjv4b/;"2025-02-04 13:04:12";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
157;"Polisen misstänker: Norsk tv-stjärna utsatt för övergrepp av Marius";"<img src="https://static.bonniernews.se/images/84/f1/84f1f9cefcab4a4bbed8a06411cf50a8/16x9/265@70.png" /><p>Marius Borg Høiby anklagas för att ha utsatt ytterligare en kvinna för övergrepp.</p><p>Tv-stjärnan Linni Meister fick veta att hon utsatts först i polisförhör.</p><p>– Det här kom som en överraskning, säger hennes advokat John Christian Elden till <a href="https://www.dagbladet.no/nyheter/i-hoiby-avhor-sjokkert/82625120">Dagbladet.</a>&nbsp;</p>";https://www.expressen.se/noje/kungligt/polisen-misstanker-norsk-tv-stjarna-utsatt-for-overgrepp-av-marius/;"2025-02-04 12:55:54";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
158;"Tre män misstänks för sexköp på hotell";"<img src="https://static.bonniernews.se/images/fe/27/fe2752fb7b5c424e9d5ded9862ea9c18/16x9/265@70.jpg" /><p>Tre män misstänks för sexköp på ett hotell i Umeå.</p><p>Två av männen ska ha ertappats under lördagen och en man ska ha blivit påkommen under måndagen, enligt polisen.</p>";https://www.expressen.se/nyheter/sverige/tre-man-misstanks-for-sexkop-pa-hotell/;"2025-02-04 12:26:32";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
159;"Nakna manifestationen – klättrar upp på polisbil";"<img src="https://static.bonniernews.se/images/92/0d/920d953b96294f8393a495df6bd4309b/16x9/265@70.png" /><p>Utmanar Irans klädlagar – återkommande förklaringen</p>";https://www.expressen.se/tv/nyheter/varlden/manifesterar-naken-klattrar-pa-polisbil;"2025-02-04 12:25:45";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
160;"Johan Forssells känga till Elon Musk – efter orden om flyktingar";"<img src="https://static.bonniernews.se/images/9f/fd/9ffd3a1b44c74492b599f43fe4d8b331/16x9/265@70.png" /><p>Elon Musk har vid flera tillfällen lagt sig i europeisk politik.</p><p>Nu svarar migrationsminister Johan Forssell (M) på hans senaste inlägg om flyktingar i Sverige.</p><p>– Det kommer väl 20 tweets om dagen från Elon Musk.</p>";https://www.expressen.se/nyheter/sverige/johan-forssells-kanga-till-elon-musk-efter-orden-om-flyktingar/;"2025-02-04 11:52:11";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
161;"Åtal mot Greta Thunberg – efter protest på KTH";"<img src="https://static.bonniernews.se/images/3e/4c/3e4ca1757d4e43f780f0b380491f3d32/16x9/265@70.jpg" /><p>Greta Thunberg åtalas efter att ha deltagit i Israelprotester vid KTH i Stockholm i slutet maj förra året.&nbsp;</p><p>Enligt åtalet ska Thunberg bland annat ha skrikit, fört oväsen, bankat på rutor – och inte lyssnat på polisen.</p>";https://www.expressen.se/nyheter/sverige/atal-mot-greta-thunberg-efter-protest-pa-kth/;"2025-02-04 11:08:02";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
162;"Rusning efter etanolbilar inför skattehöjning";"<img src="https://static.bonniernews.se/images/0f/7c/0f7c6cfeba3447119e1f9d62eaa747dc/16x9/265@70.png" /><p>Det var många år sedan E85-bilar var i ropet, men under föregående månad hände något. Många fler etanolbilar registrerades än på väldigt länge. Anledningen är att bilar som körs på E85-bränslet från och med senaste månadsskiftet drabbas av malus-skatt, något som höjer fordonsskatten med tusentals kronor per år.</p>";https://teknikensvarld.expressen.se/nyheter/miljo-och-teknik/rusning-efter-etanolbilar-infor-skattehojning/;"2025-02-04 12:02:35";;0;0;0;0;0;0;0;0;0;0
163;"Mordutredning läggs ner efter dödsfall i Borås";"<img src="https://static.bonniernews.se/images/ef/be/efbea38cad5c4db1ad7fc7fb58b719cf/16x9/265@70.jpg" /><p>En man i 20-årsåldern hittades i höstas död vid en idrottsplats i Borås.&nbsp;</p><p>Händelsen har utretts som ett misstänkt mord, men har nu konstaterats handla om ett sjukdomsfall, rapporterar <a href="https://www.svt.se/nyheter/lokalt/vast/mordundersokning-nedlagd-efter-dodsfallet-vid-byttorps-idrottsplats">SVT Nyheter Väst</a>.</p>";https://www.expressen.se/nyheter/sverige/mordutredning-laggs-ner-efter-dodsfall-i-boras/;"2025-02-04 10:54:59";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
164;"Bonnier bötfälls – ska betala 13 miljoner";"<p>Bonnier News bötfälls med 13 miljoner kronor för att ha brutit mot dataskyddsförordningen, beslutar förvaltningsrätten.</p>";https://www.expressen.se/nyheter/sverige/bonnier-botfalls-ska-betala-13-miljoner-/;"2025-02-04 10:34:07";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
165;"Utredning: Hemaborter ska bli lättare";"<img src="https://static.bonniernews.se/images/f8/84/f8845bfa07934176b282d9312a0197df/16x9/265@70.jpg" /><p>Det ska bli lättare att göra abort hemma.&nbsp;</p><p>Det menar regeringens utredare, Inga-Maj Andersson, som under tisdagen lade fram flera förslag om förändringar i abortlagstiftningen.&nbsp;</p>";https://www.expressen.se/nyheter/sverige/hemaborter-ska-bli-lattare/;"2025-02-04 09:51:44";;0;0;0;0;0;0;0;0;0;0
166;"Röda korset slutar sälja Shein-kläder";"<img src="https://static.bonniernews.se/images/d9/00/d90078aad84e4bb78469fef9cee53568/16x9/265@70.jpg" /><p>Svenska Röda korset uppmanar sina second hand-butiker att sluta sälja vidare kläder från det kinesiska fast fashion-företaget Shein, rapporterar <a href="https://www.sverigesradio.se/artikel/utspelet-fran-roda-korset-sluta-salja-shein-klader">P4 Sörmland</a>.</p>";https://www.expressen.se/ekonomi/konsument/roda-korset-slutar-salja-shein-klader/;"2025-02-04 09:43:42";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
167;"Misstänkte mannen i Piteå – nekar till brott";"<img src="https://static.bonniernews.se/images/63/c7/63c7cff7252c4c81830fc6479cb61461/16x9/265@70.jpg" /><p>Två män hittades döda i en villa i Piteå under fredagskvällen.</p><p>De beskrivs som ”eldsjälar” av RFSL Piteå, där de båda var engagerade.&nbsp;</p><p>Nu är föreningen i chock.&nbsp;</p><p>– Vi tar hand om varandra, säger RFSL Piteås ordförande.</p><p>En man i 30-årsåldern har begärts häktad.&nbsp;</p>";https://www.expressen.se/nyheter/sverige/misstankte-mannen-i-pitea-nekar-till-brott/;"2025-02-04 09:40:02";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
168;"S-toppen Karin Wanngård har fått tvillingar";"<img src="https://static.bonniernews.se/images/b2/8e/b28e061ae4a04e1799fd8a484604e11f/16x9/265@70.jpg" /><p>Stockholms stads högsta politiker, finansborgarrådet Karin Wanngård, 49, visar upp de nyfödda tvillingpojkarna på Instagram.&nbsp;</p><p>”Adam och Isak. Ni är efterlängtade”, skriver hon till en bild på pojkarna från sjukhuset.&nbsp;</p>";https://www.expressen.se/nyheter/sverige/s-toppen-karin-wanngard-har-fatt-tvillingar-/;"2025-02-04 09:02:33";;0;0;0;0;0;0;0;0;0;0
169;"Lundsberg stäms – elev hittades avsvimmad";"<img src="https://static.bonniernews.se/images/07/89/0789729b3abd4a29bf5a13236e766464/16x9/265@70.jpg" /><p>Under sin tid på Lundsberg hittades eleven av sina skolkamrater avsvimmad utomhus.&nbsp;</p><p>Nu stämmer den före detta eleven internatskolan Lundsberg på närmre en miljon kronor, rapporterar <a href="https://www.sverigesradio.se/artikel/lundsberg-stams-for-diskriminering-elev-hittades-avsvimmad">P4 Värmland.</a></p><p>Han anser att skolan inte erbjudit tillräckligt med individuellt anpassat stöd.</p>";https://www.expressen.se/nyheter/sverige/lundsberg-stams-elev-hittades-avsvimmad/;"2025-02-04 09:06:03";;0;0;0;0;0;0;0;0;0;0
170;"Jens Stoltenberg blir finansminister";"<img src="https://static.bonniernews.se/images/81/01/8101bfc6049b4af09b4c6453f270facd/16x9/265@70.jpg" /><p>Natos tidigare generalsekreterare Jens Stoltenberg blir finansminister enligt uppgifter till VG.&nbsp;</p>";https://www.expressen.se/nyheter/varlden/jens-stoltenberg-blir-finansminister-/;"2025-02-04 08:52:25";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
171;"Flyg-raseriet – efter  känsliga tillsägelsen";"<img src="https://static.bonniernews.se/images/39/70/3970898a01094f29a6f79f822553c77e/16x9/265@70.png" /><p>Bryter ”tabut”: ”Håll din jävla käft”</p>";https://www.expressen.se/tv/nyheter/varlden/far-spel-efter-kansliga-tillsagelsen-pa-flyget;"2025-02-04 08:37:47";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
172;"”Gratäng från frysen var höjden av lyx”";"<p>Morgan Alling minns snabba fiskgratänger, en buffé utöver det vanliga och måltiden som ledde till sitt livs kärlek.</p>";https://www.svd.se/a/eMRyKM/morgan-alling-fiskgratang-fran-frysen-varhojden-av-lyx;"2025-02-04 15:09:54";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
173;"Vad gör incel-mannen på bron?";"<p>Jerker Virdborgs nya roman utspelar sig på en bro, där gymnasisten Edvard fattat posto. Men vad gör han egentligen där? Vad vill han, och talar han verkligen sanning? Erika Hallhagen blir förvirrad. </p>";https://www.svd.se/a/3Me4GL/recension-bro-bro-av-jerker-virdborg;"2025-02-04 15:00:00";;0;0;0;0;0;0;0;0;0;0
174;"Flera skjutna i Örebro – detta har hänt";"<p>Flera personer har skjutits i Örebro. Det här är vad som hittills är känt.</p>";https://www.svd.se/a/wgk08o/flera-skjutna-i-orebro-detta-har-hant;"2025-02-04 14:57:38";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
175;"Läraren på plats vid dramat: ”Kaos”";"<p>”Kaos”. Så beskriver läraren på campus Risbergska situationen efter tisdagens skottdrama. ”Folk är väldigt oroliga, för man vet inte vad som har hänt med kollegor och elever.”</p>";https://www.svd.se/a/EyXm05/larare-om-skjutningen-pa-skolan-i-orebro-det-ar-kaos;"2025-02-04 14:47:04";;0;0;0;0;0;0;0;0;0;0
176;"Kanye Wests fru: en kvinna utan agens?";"<p>Är den ständigt nakna Bianca Censori ett offer för sin man Kanye Wests kontrollerande sätt, eller kan hennes outfits berätta något om hur nakenhet inom mode används i relation till kvinnlig agens?</p>";https://www.svd.se/a/3MePGd/ar-kanye-west-fru-bianca-censori-en-kvinna-utan-egen-agens;"2025-02-04 14:32:04";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
177;"”Omänskligt” fängelse ska ta emot amerikaner";"<p>Fängelset i El Salvador rymmer ungefär en procent av landets befolkning. Det är hit Donald Trumps regering, mot betalning, vill deportera både illegala invandrare och dömda amerikaner. </p>";https://www.svd.se/a/73oxyW/trump-vill-skicka-medborgare-till-fangelse-i-el-salvador;"2025-02-04 14:31:20";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
178;"Strömmer: ”Mycket allvarliga uppgifter”";"<p>Våldsdådet i Örebro skakar om svensk politik och möts av starka reaktioner. ”Mina tankar går till de som befinner sig mitt i denna mardröm”, skriver SD-ledaren Jimmie Åkesson. <br /></p>";https://www.svd.se/a/zAzkn1/strommer-mycket-allvarliga-uppgifter;"2025-02-04 13:59:14";Politik;1;0;0;0;0;0;0;0;0;0
179;"Skottlossning på skola – fem personer skjutna";"<p>Fem personer har skjutits vid en skola i Örebro på tisdagen, bekräftar polisen. Skadeläget är oklart. Universitetssjukhuset har gått upp i stabsläge och bygger ut kapaciteten på iva. Polisen uppmanar allmänheten att hålla sig därifrån.</p>";https://www.svd.se/a/W0XxKG/polisinsats-pa-skola-i-orebro-misstankt-valdsbrott;"2025-02-04 13:15:50";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
180;"Stor polisinsats i Örebro – misstänkt grovt våldsbrott";;https://www.svd.se/a/MnXmbr/stor-polisinsats-i-orebro-misstankt-grovt-valdsbrott;"2025-02-04 13:02:53";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
181;"Larmar: Katastrof nära på Västbanken";"<p>Situationen i det etablerade flyktinglägret Jenin på Västbanken blir bara värre och värre, larmar FN:s organ för palestinska flyktingar, Unrwa.</p>";https://www.svd.se/a/QMXE08/larmar-katastrof-nara-pa-vastbanken;"2025-02-04 12:59:25";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
182;"Rickard Olsson tävlar i &quot;Let&#x27;s dance&quot;";"<p>Hur dansant är Rickard Olsson? Det avgörs i årets ”Let's dance”, där det nu är klart att programledaren ska vara med och tävla, skriver Expressen.</p>";https://www.svd.se/a/8qVjV1/rickard-olsson-tavlar-i-let-s-dance;"2025-02-04 12:38:40";;0;0;0;0;0;0;0;0;0;0
183;"Succé för Spotify – gör rekordvinst";"<p>Efter tre raka kvartal med rekord­vinster gör Spotify återigen sitt bästa resultat hittills. Framöver tänker vd Daniel Ek investera mer i musik – och höja priserna.</p>";https://www.svd.se/a/0VqgOo/rekordvinst-for-spotify-pa-15-miljarder;"2025-02-04 12:25:13";;0;0;0;0;0;0;0;0;0;0
184;"Salonger anmäls efter granskning";"<p>Omfattande brister i arbetsmiljö, människoexploatering och misstänkta brott mot utlänningslagen.</p><p>Det upptäckte svenska myndigheter i en stor granskning av nagelvårdssalonger som genomfördes i slutet av fjolåret.</p>";https://www.svd.se/a/KMXle6/nagelsalonger-polisanmalda-efter-granskning;"2025-02-04 12:10:56";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
185;"Hon ska leda juryn i Cannes";;https://www.svd.se/a/OoXmmb/hon-ska-leda-juryn-i-cannes;"2025-02-04 12:03:41";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
186;"Spotify gör ny rekordvinst";;https://www.svd.se/a/pPxl9X/spotify-gor-ny-rekordvinst;"2025-02-04 12:03:17";;0;0;0;0;0;0;0;0;0;0
187;"Oväntat stort användarlyft för Spotify";"<p>Strömningstjänsten Spotify – en av årets vinnare på Wall Street – ökade antalet användare mer än väntat i fjärde kvartalet i fjol.</p><p>Vinsten – på ny rekordnivå – lyfte också mer än vad analytiker i snitt hade räknat med. Men utsikterna präglas av ”betydande osäkerhet”.</p>";https://www.svd.se/a/AvBXJn/ovantat-stort-anvandarlyft-for-spotify;"2025-02-04 12:02:07";;0;0;0;0;0;0;0;0;0;0
188;"Senaste nytt om kriget i Ukraina";"<p>SvD:s liverapport om Rysslands invasion av Ukraina – öppen för alla läsare. </p><p><a href="https://www.svd.se/a/wA9Gmd">Här hittar du vår direktbevakning av senaste nytt i alla ämnen. </a></p>";https://www.svd.se/a/ja1n9q/konflikten-mellan-ukraina-och-ryssland-har-ar-senaste-nytt;"2022-02-22 09:53:12";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
189;"Experten: Kan bli USA-tullar på allt från EU";"<p>Läkemedel, fordon, elektrisk utrustning och livsmedel är några sektorer som antas ligga nära till hands när Donald Trump planerar tullar mot EU.</p><p>Men det kan också bli en bredsida med nya tullar på allt från EU – inklusive svensk USA-export.</p>";https://www.svd.se/a/QMXEwR/experten-kan-bli-usa-tullar-pa-allt-fran-eu;"2025-02-04 11:45:35";;0;0;0;0;0;0;0;0;0;0
190;"Krisinsats: Skolinspektionen tar över skola";"<p>Skolinspektionen tar i ett ovanligt skarpt beslut över en kommunal skola. Sjöparksskolan i Gällivare bedöms ha så allvarliga brister att Skolinspektionen låter sina rådgivare gå in och styra upp arbetet.</p>";https://www.svd.se/a/Xj3EWo/skolinspektionen-tar-over-skola-i-gallivare;"2025-02-04 11:43:18";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
191;"Greta Thunberg åtalas efter demonstration vid KTH";;https://www.svd.se/a/Xj3EbE/greta-thunberg-atalas;"2025-02-04 11:10:49";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
192;"SvD-artikel rör upp storm i Ungern";"<p>Nobelpristippade László Krasznahorkai kritiserade hemlandet Ungern i SvD. Intervjun väcker ilska i Ungern – författaren håller inte högre nivå än en genomsnittlig Facebook-kommentar, enligt en missnöjd ungersk krönikör.</p>";https://www.svd.se/a/QMXwRP/krasznahorkais-intervju-i-svd-vacker-ilska-i-ungern;"2025-02-04 11:10:44";;0;0;0;0;0;0;0;0;0;0
193;"Ministern: ”Språket är avgörande i alla ämnen”";"<p>Lovskola ska erbjudas elever som behöver extra träning i svenska språket. ”Språket är avgörande i alla ämnen” säger utbildningsminister Johan Pehrson (L). </p>";https://www.svd.se/a/pPxKQE/regeringen-lovskola-ska-forbattra-elevers-svenskkunskaper;"2025-02-04 11:03:24";;0;0;0;0;0;0;0;0;0;0
194;"Svenskar ska deporteras: ”Har man begått brott?”";"<p>Runt om i USA genomförs arbetsplatsräder och på drygt en vecka har tusentals illegala invandrare gripits. President Trump vill nu utvisa över en miljon icke-amerikaner – varav 120 är svenskar. ”Vi tittar både på vilka det är och försöker utröna den lagliga grunden,” säger migrationsminister Johan Forssell till SvD. </p>";https://www.svd.se/a/Xj3aVm/svenskar-deporteras-fran-usa;"2025-02-04 11:02:57";SamhalleKonflikter;0;0;0;0;0;0;1;0;0;0
